timestamp,open,high,low,close,volume,ATR,EMA50,EMA200,RSI,MACD,MACD_SIGNAL,MACD_HIST,score_long,score_short,confidence,signal_side,tp_price,sl_price,symbol,timeframe
2023-05-01 12:00:00+00:00,22.21,22.31,21.74,21.89,700061.59,0.5700000000000003,21.89,21.89,50.0,0.0,0.0,0.0,10,70,70,SHORT,21.035,22.46,SOLUSDT,4h
2023-05-01 16:00:00+00:00,21.89,22.0,21.54,21.74,716342.85,0.5621428571428575,21.884117647058822,21.88850746268657,50.0,-0.011965811965811923,-0.002393162393162385,-0.009572649572649538,10,70,70,SHORT,20.896785714285713,22.302142857142854,SOLUSDT,4h
2023-05-01 20:00:00+00:00,21.74,22.07,21.6,21.96,364901.01,0.5555612244897962,21.887093425605535,21.88921883121705,50.0,-0.003654515791268409,-0.00264543307278359,-0.001009082718484819,60,20,60,LONG,22.793341836734694,21.404438775510204,SOLUSDT,4h
2023-05-02 00:00:00+00:00,21.95,22.02,21.75,21.87,203969.95,0.5351639941690964,21.886423095189635,21.88902759906564,50.0,-0.004280656785102366,-0.002972477815247345,-0.0013081789698550206,10,70,70,SHORT,21.067254008746357,22.405163994169097,SOLUSDT,4h
2023-05-02 04:00:00+00:00,21.87,22.01,21.75,21.91,171807.63,0.5155094231570183,21.887347679692002,21.88923627967195,50.0,-0.0015315574864231962,-0.0026842937494825155,0.0011527362630593192,80,0,80,LONG,22.683264134735527,21.394490576842983,SOLUSDT,4h
2023-05-02 08:00:00+00:00,21.91,22.06,21.8,21.98,348227.03,0.497258750074374,21.890981104017808,21.890139401267255,50.0,0.006223794471075905,-0.0009026761053708315,0.007126470576446737,80,0,80,LONG,22.72588812511156,21.482741249925628,SOLUSDT,4h
2023-05-02 12:00:00+00:00,21.99,22.31,21.77,22.19,1042310.92,0.500311696497633,21.902707335232797,21.893123088816836,50.0,0.0289811352415299,0.005074086164009315,0.023907049077520583,80,0,80,LONG,22.94046754474645,21.68968830350237,SOLUSDT,4h
2023-05-02 16:00:00+00:00,22.19,22.38,22.09,22.29,442102.58,0.48528943246208767,21.917895282870727,21.897072112808708,50.0,0.05445789926121236,0.014950848783449926,0.039507050477762436,80,0,80,LONG,23.01793414869313,21.80471056753791,SOLUSDT,4h
2023-05-02 20:00:00+00:00,22.3,22.35,22.16,22.25,358394.98,0.4641973301433672,21.930918997267952,21.900583833079267,50.0,0.0706068408804903,0.026082047202858002,0.04452479367763229,80,0,80,LONG,22.94629599521505,21.785802669856633,SOLUSDT,4h
2023-05-03 00:00:00+00:00,22.25,22.27,21.75,21.89,484563.64,0.46818323513312665,21.929314330708426,21.900478521307335,50.0,0.05373656048670128,0.03161294985962666,0.022123610627074616,30,50,50,NO_TRADE,21.18772514730031,22.358183235133126,SOLUSDT,4h
2023-05-03 04:00:00+00:00,21.89,22.01,21.6,21.75,484817.28,0.4640272897664748,21.92228239617084,21.898981222587857,50.0,0.028738630713942115,0.031038086030489756,-0.002299455316547641,10,70,70,SHORT,21.053959065350288,22.214027289766474,SOLUSDT,4h
2023-05-03 08:00:00+00:00,21.74,21.85,21.34,21.41,557328.71,0.46731105478315527,21.902192890438652,21.894115737785988,50.0,-0.01829665478567577,0.02117113786725665,-0.03946779265293242,10,70,70,SHORT,20.709033417825268,21.877311054783156,SOLUSDT,4h
2023-05-03 12:00:00+00:00,21.4,21.52,21.23,21.33,806941.91,0.45464597944150126,21.879753953558705,21.88850264586772,50.0,-0.06132091943881335,0.004672726406042653,-0.06599364584485601,10,70,70,SHORT,20.648031030837746,21.7846459794415,SOLUSDT,4h
2023-05-03 16:00:00+00:00,21.32,21.72,21.27,21.4,951487.18,0.4543141237671083,21.860940073026992,21.88364192302327,37.172774869109915,-0.08874652941561934,-0.014011124758289747,-0.07473540465732958,0,70,70,SHORT,20.718528814349337,21.854314123767107,SOLUSDT,4h
2023-05-03 20:00:00+00:00,21.41,22.3,21.39,22.24,896836.56,0.48686311492660056,21.875805168202405,21.887187774535477,56.36363636363632,-0.04221392721037276,-0.01965168524870635,-0.02256224196166641,60,20,60,LONG,22.970294672389898,21.7531368850734,SOLUSDT,4h
2023-05-04 00:00:00+00:00,22.24,22.49,22.13,22.24,572061.19,0.4778014638604148,21.890087318468975,21.890698343943082,59.615384615384606,-0.005275689844889797,-0.016776486167943038,0.011500796323053241,80,0,80,LONG,22.95670219579062,21.762198536139582,SOLUSDT,4h
2023-05-04 04:00:00+00:00,22.23,22.35,22.1,22.12,257185.7,0.461529930727528,21.899103502058427,21.892979952461065,53.20000000000001,0.014151996864192995,-0.010590789561515832,0.024742786425708825,80,0,80,LONG,22.81229489609129,21.65847006927247,SOLUSDT,4h
2023-05-04 08:00:00+00:00,22.11,22.45,22.08,22.24,340246.88,0.4549920785327047,21.91247199217378,21.896432888257472,57.31225296442685,0.03878449218482061,-0.0007157332122485439,0.03950022539706915,80,0,80,LONG,22.922488117799055,21.785007921467294,SOLUSDT,4h
2023-05-04 12:00:00+00:00,22.25,22.33,21.76,21.82,766575.66,0.4632069300660827,21.908845639539514,21.895672362006156,48.45360824742268,0.024137193735914053,0.004254852177383976,0.019882341558530078,30,50,50,NO_TRADE,21.125189604900875,22.283206930066083,SOLUSDT,4h
2023-05-04 16:00:00+00:00,21.81,21.92,21.61,21.75,390438.91,0.4522635779185055,21.902616398773258,21.894222885767288,46.04810996563572,0.006802276788924644,0.00476433709969211,0.002037939689232534,30,50,50,NO_TRADE,21.07160463312224,22.202263577918504,SOLUSDT,4h
2023-05-04 20:00:00+00:00,21.75,21.8,21.62,21.74,203127.22,0.4328161794957551,21.896239285095874,21.892688329690003,41.69741697416968,-0.007654450469129159,0.002280579585927856,-0.009935030055057015,0,70,70,SHORT,21.090775730756366,22.172816179495754,SOLUSDT,4h
2023-05-05 00:00:00+00:00,21.74,22.12,21.67,21.9,430174.02,0.4340435952460583,21.89638676411172,21.892761082628414,42.96028880866424,-0.0061301832158235925,0.0005984270255775664,-0.006728610241401159,50,20,50,NO_TRADE,22.551065392869084,21.46595640475394,SOLUSDT,4h
2023-05-05 04:00:00+00:00,21.9,22.01,21.66,21.79,367972.71,0.42804048129991135,21.892214734146556,21.891738584293805,41.901408450704196,-0.013641025872452417,-0.0022494635540284305,-0.011391562318423986,0,70,70,SHORT,21.14793927805013,22.218040481299912,SOLUSDT,4h
2023-05-05 08:00:00+00:00,21.78,22.04,21.77,22.01,272029.48,0.4167518754927748,21.896833764180027,21.892915314798344,52.22222222222224,-0.001820278371265971,-0.002163626517475939,0.000343348146209968,80,0,80,LONG,22.635127813239166,21.593248124507227,SOLUSDT,4h
2023-05-05 12:00:00+00:00,22.02,22.49,21.56,22.32,1022544.48,0.45341245581471945,21.913428518525908,21.897164913656074,59.93031358885018,0.032191079680902845,0.004707314722199818,0.027483764958703027,80,0,80,LONG,23.00011868372208,21.86658754418528,SOLUSDT,4h
2023-05-05 16:00:00+00:00,22.32,22.95,22.31,22.87,1128484.58,0.46674013754223953,21.95094112564254,21.906844864763976,73.70129870129873,0.10234594904165562,0.024235041586090977,0.07811090745556463,70,20,70,LONG,23.57011020631336,22.403259862457762,SOLUSDT,4h
